match,date_ref,game_full_names,result,odds_away,odds_home,B's,fl_playoff,fl_pre_season,date,team_home,team_away,PTS_home,PTS_away,fl_home_win
TOR @ ATL 2016-03-11,11 Mar 2016,Toronto Raptors - Atlanta Hawks,104:96,1.63,2.36,9.0,0,0,2016-03-11,ATL,TOR,104,96,1
GSW @ UTA 2016-03-11,11 Mar 2016,Golden State Warriors - Utah Jazz,115:94,1.05,11.7,9.0,0,0,2016-03-11,UTA,GSW,115,94,1
SAC @ CLE 2016-03-11,11 Mar 2016,Sacramento Kings - Cleveland Cavaliers,111:120,3.37,1.34,9.0,0,0,2016-03-11,CLE,SAC,111,120,0
OKC @ LAC 2016-03-11,11 Mar 2016,Oklahoma City Thunder - Los Angeles Clippers,120:108,1.41,3.03,9.0,0,0,2016-03-11,LAC,OKC,120,108,1
PHX @ NYK 2016-03-11,11 Mar 2016,Phoenix Suns - New York Knicks,97:128,1.73,2.17,9.0,0,0,2016-03-11,NYK,PHX,97,128,0
DAL @ DET 2016-03-11,11 Mar 2016,Dallas Mavericks - Detroit Pistons,96:102,1.76,2.12,9.0,0,0,2016-03-11,DET,DAL,96,102,0
MIL @ MIA 2016-03-11,11 Mar 2016,Milwaukee Bucks - Miami Heat,114:108,2.41,1.61,9.0,0,0,2016-03-11,MIA,MIL,114,108,1
BOS @ MEM 2016-03-10,10 Mar 2016,Boston Celtics - Memphis Grizzlies,116:96,1.13,6.59,9.0,0,0,2016-03-10,MEM,BOS,116,96,1
CHA @ NOP 2016-03-10,10 Mar 2016,Charlotte Hornets - New Orleans Pelicans,122:113,1.22,4.54,9.0,0,0,2016-03-10,NOP,CHA,122,113,1
PHI @ HOU 2016-03-10,10 Mar 2016,Philadelphia 76ers - Houston Rockets,104:118,5.08,1.19,9.0,0,0,2016-03-10,HOU,PHI,104,118,0
LAL @ ORL 2016-03-10,10 Mar 2016,Los Angeles Lakers - Orlando Magic,107:98,2.45,1.59,9.0,0,0,2016-03-10,ORL,LAL,107,98,1
POR @ WAS 2016-03-10,10 Mar 2016,Portland Trail Blazers - Washington Wizards,116:109 OT,1.42,2.99,9.0,0,0,2016-03-10,WAS,POR,116,109,1
DEN @ NYK 2016-03-10,10 Mar 2016,Denver Nuggets - New York Knicks,110:94,1.87,1.97,9.0,0,0,2016-03-10,NYK,DEN,110,94,1
UTA @ ATL 2016-03-10,10 Mar 2016,Utah Jazz - Atlanta Hawks,84:91,1.71,2.21,9.0,0,0,2016-03-10,ATL,UTA,84,91,0
MIN @ SAS 2016-03-10,10 Mar 2016,Minnesota Timberwolves - San Antonio Spurs,91:116,5.44,1.17,9.0,0,0,2016-03-10,SAS,MIN,91,116,0
TOR @ BKN 2016-03-09,09 Mar 2016,Toronto Raptors - Brooklyn Nets,104:99,1.09,8.13,9.0,0,0,2016-03-09,BKN,TOR,104,99,1
GSW @ ORL 2016-03-09,09 Mar 2016,Golden State Warriors - Orlando Magic,119:113,1.03,14.89,9.0,0,0,2016-03-09,ORL,GSW,119,113,1
DAL @ LAC 2016-03-09,09 Mar 2016,Dallas Mavericks - Los Angeles Clippers,90:109,2.88,1.44,9.0,0,0,2016-03-09,LAC,DAL,90,109,0
CHI @ MIL 2016-03-09,09 Mar 2016,Chicago Bulls - Milwaukee Bucks,100:90,1.45,2.87,9.0,0,0,2016-03-09,MIL,CHI,100,90,1
NOP @ SAC 2016-03-09,09 Mar 2016,New Orleans Pelicans - Sacramento Kings,115:112,2.07,1.8,9.0,0,0,2016-03-09,SAC,NOP,115,112,1
CHA @ MIN 2016-03-08,08 Mar 2016,Charlotte Hornets - Minnesota Timberwolves,108:103,1.18,5.21,9.0,0,0,2016-03-08,MIN,CHA,108,103,1
CLE @ MEM 2016-03-08,08 Mar 2016,Cleveland Cavaliers - Memphis Grizzlies,103:106,1.04,14.52,9.0,0,0,2016-03-08,MEM,CLE,103,106,0
IND @ SAS 2016-03-08,08 Mar 2016,Indiana Pacers - San Antonio Spurs,99:91,3.28,1.37,9.0,0,0,2016-03-08,SAS,IND,99,91,1
TOR @ HOU 2016-03-06,06 Mar 2016,Toronto Raptors - Houston Rockets,107:113,1.28,3.88,9.0,0,0,2016-03-06,HOU,TOR,107,113,0
DET @ POR 2016-03-06,06 Mar 2016,Detroit Pistons - Portland Trail Blazers,123:103,2.05,1.82,9.0,0,0,2016-03-06,POR,DET,123,103,1
MIA @ PHI 2016-03-06,06 Mar 2016,Miami Heat - Philadelphia 76ers,103:98,1.05,12.56,9.0,0,0,2016-03-06,PHI,MIA,103,98,1
DEN @ DAL 2016-03-06,06 Mar 2016,Denver Nuggets - Dallas Mavericks,116:114 OT,2.50,1.58,9.0,0,0,2016-03-06,DAL,DEN,116,114,1
MEM @ PHX 2016-03-06,06 Mar 2016,Memphis Grizzlies - Phoenix Suns,100:109,1.19,5.05,9.0,0,0,2016-03-06,PHX,MEM,100,109,0
LAL @ GSW 2016-03-06,06 Mar 2016,Los Angeles Lakers - Golden State Warriors,112:95,21.05,1.02,9.0,0,0,2016-03-06,GSW,LAL,112,95,1
MIL @ OKC 2016-03-06,06 Mar 2016,Milwaukee Bucks - Oklahoma City Thunder,96:104,3.89,1.28,9.0,0,0,2016-03-06,OKC,MIL,96,104,0
LAC @ ATL 2016-03-06,06 Mar 2016,Los Angeles Clippers - Atlanta Hawks,97:107,1.44,2.92,9.0,0,0,2016-03-06,ATL,LAC,97,107,0
CHI @ HOU 2016-03-06,06 Mar 2016,Chicago Bulls - Houston Rockets,108:100,1.81,2.05,9.0,0,0,2016-03-06,HOU,CHI,108,100,1
SAS @ SAC 2016-03-06,06 Mar 2016,San Antonio Spurs - Sacramento Kings,104:94,1.12,6.94,9.0,0,0,2016-03-06,SAC,SAS,104,94,1
MIN @ BKN 2016-03-06,06 Mar 2016,Minnesota Timberwolves - Brooklyn Nets,132:118,1.20,4.97,9.0,0,0,2016-03-06,BKN,MIN,132,118,1
CLE @ BOS 2016-03-06,06 Mar 2016,Cleveland Cavaliers - Boston Celtics,120:103,1.27,3.99,9.0,0,0,2016-03-06,BOS,CLE,120,103,1
NOP @ UTA 2016-03-06,06 Mar 2016,New Orleans Pelicans - Utah Jazz,94:106,1.88,1.97,9.0,0,0,2016-03-06,UTA,NOP,94,106,0
NYK @ DET 2016-03-06,06 Mar 2016,New York Knicks - Detroit Pistons,102:89,3.44,1.34,9.0,0,0,2016-03-06,DET,NYK,102,89,1
WAS @ IND 2016-03-06,06 Mar 2016,Washington Wizards - Indiana Pacers,99:100,1.73,2.15,9.0,0,0,2016-03-06,IND,WAS,99,100,0
LAL @ ATL 2016-03-06,06 Mar 2016,Los Angeles Lakers - Atlanta Hawks,77:106,6.27,1.14,9.0,0,0,2016-03-06,ATL,LAL,77,106,0
DEN @ BKN 2016-03-06,06 Mar 2016,Denver Nuggets - Brooklyn Nets,120:121 OT,1.44,2.92,9.0,0,0,2016-03-06,BKN,DEN,120,121,0
CLE @ WAS 2016-03-06,06 Mar 2016,Cleveland Cavaliers - Washington Wizards,108:83,1.26,4.13,9.0,0,0,2016-03-06,WAS,CLE,108,83,1
MEM @ UTA 2016-03-06,06 Mar 2016,Memphis Grizzlies - Utah Jazz,94:88,1.97,1.88,9.0,0,0,2016-03-06,UTA,MEM,94,88,1
MIL @ MIN 2016-03-06,06 Mar 2016,Milwaukee Bucks - Minnesota Timberwolves,116:101,1.48,2.78,9.0,0,0,2016-03-06,MIN,MIL,116,101,1
BOS @ NYK 2016-03-05,05 Mar 2016,Boston Celtics - New York Knicks,105:104,1.17,5.42,9.0,0,0,2016-03-05,NYK,BOS,105,104,1
TOR @ POR 2016-03-05,05 Mar 2016,Toronto Raptors - Portland Trail Blazers,117:115,1.42,3.01,9.0,0,0,2016-03-05,POR,TOR,117,115,1
CHA @ IND 2016-03-05,05 Mar 2016,Charlotte Hornets - Indiana Pacers,108:101,1.63,2.37,9.0,0,0,2016-03-05,IND,CHA,108,101,1
ORL @ PHX 2016-03-05,05 Mar 2016,Orlando Magic - Phoenix Suns,84:102,1.09,8.63,9.0,0,0,2016-03-05,PHX,ORL,84,102,0
PHI @ MIA 2016-03-05,05 Mar 2016,Philadelphia 76ers - Miami Heat,102:112,5.07,1.19,9.0,0,0,2016-03-05,MIA,PHI,102,112,0
GSW @ OKC 2016-03-05,05 Mar 2016,Golden State Warriors - Oklahoma City Thunder,121:106,1.28,3.89,9.0,0,0,2016-03-05,OKC,GSW,121,106,1
DAL @ SAC 2016-03-05,05 Mar 2016,Dallas Mavericks - Sacramento Kings,101:104,1.36,3.35,9.0,0,0,2016-03-05,SAC,DAL,101,104,0
NOP @ SAS 2016-03-05,05 Mar 2016,New Orleans Pelicans - San Antonio Spurs,86:94,5.07,1.19,9.0,0,0,2016-03-05,SAS,NOP,86,94,0
MIA @ PHX 2016-03-04,04 Mar 2016,Miami Heat - Phoenix Suns,108:92,1.06,11.13,9.0,0,0,2016-03-04,PHX,MIA,108,92,1
LAC @ OKC 2016-03-04,04 Mar 2016,Los Angeles Clippers - Oklahoma City Thunder,103:98,2.00,1.86,9.0,0,0,2016-03-04,OKC,LAC,103,98,1
DEN @ LAL 2016-03-04,04 Mar 2016,Denver Nuggets - Los Angeles Lakers,117:107,1.25,4.24,9.0,0,0,2016-03-04,LAL,DEN,117,107,1
HOU @ NOP 2016-03-04,04 Mar 2016,Houston Rockets - New Orleans Pelicans,100:95,1.42,3.0,9.0,0,0,2016-03-04,NOP,HOU,100,95,1
MEM @ SAC 2016-03-04,04 Mar 2016,Memphis Grizzlies - Sacramento Kings,104:98,1.63,2.38,9.0,0,0,2016-03-04,SAC,MEM,104,98,1
MIL @ IND 2016-03-04,04 Mar 2016,Milwaukee Bucks - Indiana Pacers,99:104,2.30,1.66,9.0,0,0,2016-03-04,IND,MIL,99,104,0
MIN @ WAS 2016-03-04,04 Mar 2016,Minnesota Timberwolves - Washington Wizards,98:104,2.35,1.65,9.0,0,0,2016-03-04,WAS,MIN,98,104,0
SAS @ DET 2016-03-04,04 Mar 2016,San Antonio Spurs - Detroit Pistons,97:81,1.13,6.53,9.0,0,0,2016-03-04,DET,SAS,97,81,1
BOS @ POR 2016-03-03,03 Mar 2016,Boston Celtics - Portland Trail Blazers,116:93,1.40,3.11,9.0,0,0,2016-03-03,POR,BOS,116,93,1
TOR @ UTA 2016-03-03,03 Mar 2016,Toronto Raptors - Utah Jazz,104:94,1.45,2.87,9.0,0,0,2016-03-03,UTA,TOR,104,94,1
ORL @ CHI 2016-03-03,03 Mar 2016,Orlando Magic - Chicago Bulls,102:89,1.52,2.64,9.0,0,0,2016-03-03,CHI,ORL,102,89,1
PHI @ CHA 2016-03-03,03 Mar 2016,Philadelphia 76ers - Charlotte Hornets,99:119,5.41,1.18,9.0,0,0,2016-03-03,CHA,PHI,99,119,0
GSW @ ATL 2016-03-03,03 Mar 2016,Golden State Warriors - Atlanta Hawks,109:105 OT,1.41,3.05,9.0,0,0,2016-03-03,ATL,GSW,109,105,1
LAL @ BKN 2016-03-03,03 Mar 2016,Los Angeles Lakers - Brooklyn Nets,107:101,1.94,1.91,9.0,0,0,2016-03-03,BKN,LAL,107,101,1
DAL @ ORL 2016-03-03,03 Mar 2016,Dallas Mavericks - Orlando Magic,121:108,1.49,2.74,9.0,0,0,2016-03-03,ORL,DAL,121,108,1
MIA @ CHI 2016-03-02,02 Mar 2016,Miami Heat - Chicago Bulls,129:111,1.39,3.16,9.0,0,0,2016-03-02,CHI,MIA,129,111,1
NYK @ POR 2016-03-02,02 Mar 2016,New York Knicks - Portland Trail Blazers,85:104,2.61,1.54,9.0,0,0,2016-03-02,POR,NYK,85,104,0
CHA @ PHX 2016-03-02,02 Mar 2016,Charlotte Hornets - Phoenix Suns,126:92,1.08,8.91,9.0,0,0,2016-03-02,PHX,CHA,126,92,1
LAC @ BKN 2016-03-02,02 Mar 2016,Los Angeles Clippers - Brooklyn Nets,105:95,1.09,8.52,9.0,0,0,2016-03-02,BKN,LAC,105,95,1
SAC @ OKC 2016-03-02,02 Mar 2016,Sacramento Kings - Oklahoma City Thunder,116:131,4.53,1.22,9.0,0,0,2016-03-02,OKC,SAC,116,131,0
DEN @ MEM 2016-03-02,02 Mar 2016,Denver Nuggets - Memphis Grizzlies,96:103,2.02,1.84,9.0,0,0,2016-03-02,MEM,DEN,96,103,0
MIL @ HOU 2016-03-02,02 Mar 2016,Milwaukee Bucks - Houston Rockets,128:121,2.31,1.66,9.0,0,0,2016-03-02,HOU,MIL,128,121,1
BOS @ UTA 2016-03-01,01 Mar 2016,Boston Celtics - Utah Jazz,100:95,1.50,2.71,9.0,0,0,2016-03-01,UTA,BOS,100,95,1
CLE @ IND 2016-03-01,01 Mar 2016,Cleveland Cavaliers - Indiana Pacers,100:96,1.26,4.1,9.0,0,0,2016-03-01,IND,CLE,100,96,1
WAS @ PHI 2016-03-01,01 Mar 2016,Washington Wizards - Philadelphia 76ers,116:108,1.08,9.4,9.0,0,0,2016-03-01,PHI,WAS,116,108,1
NYK @ MIA 2016-02-29,29 Feb 2016,New York Knicks - Miami Heat,81:98,2.13,1.76,9.0,0,0,2016-02-29,MIA,NYK,81,98,0
DAL @ MIN 2016-02-29,29 Feb 2016,Dallas Mavericks - Minnesota Timberwolves,128:101,1.30,3.74,9.0,0,0,2016-02-29,MIN,DAL,128,101,1
DET @ TOR 2016-02-29,29 Feb 2016,Detroit Pistons - Toronto Raptors,114:101,1.83,2.04,9.0,0,0,2016-02-29,TOR,DET,114,101,1
IND @ POR 2016-02-29,29 Feb 2016,Indiana Pacers - Portland Trail Blazers,102:111,1.41,3.04,9.0,0,0,2016-02-29,POR,IND,102,111,0
ORL @ PHI 2016-02-29,29 Feb 2016,Orlando Magic - Philadelphia 76ers,130:116,1.20,4.92,9.0,0,0,2016-02-29,PHI,ORL,130,116,1
ATL @ CHA 2016-02-29,29 Feb 2016,Atlanta Hawks - Charlotte Hornets,87:76,1.52,2.65,9.0,0,0,2016-02-29,CHA,ATL,87,76,1
WAS @ CLE 2016-02-29,29 Feb 2016,Washington Wizards - Cleveland Cavaliers,113:99,2.22,1.71,9.0,0,0,2016-02-29,CLE,WAS,113,99,1
PHX @ MEM 2016-02-29,29 Feb 2016,Phoenix Suns - Memphis Grizzlies,111:106,3.48,1.33,9.0,0,0,2016-02-29,MEM,PHX,111,106,1
UTA @ BKN 2016-02-29,29 Feb 2016,Utah Jazz - Brooklyn Nets,96:98,1.10,7.6,9.0,0,0,2016-02-29,BKN,UTA,96,98,0
MIL @ DET 2016-02-29,29 Feb 2016,Milwaukee Bucks - Detroit Pistons,91:102,1.87,1.98,9.0,0,0,2016-02-29,DET,MIL,91,102,0
OKC @ GSW 2016-02-29,29 Feb 2016,Oklahoma City Thunder - Golden State Warriors,118:121 OT,2.40,1.61,9.0,0,0,2016-02-29,GSW,OKC,118,121,0
CHI @ POR 2016-02-29,29 Feb 2016,Chicago Bulls - Portland Trail Blazers,95:103,2.59,1.54,9.0,0,0,2016-02-29,POR,CHI,95,103,0
HOU @ SAS 2016-02-29,29 Feb 2016,Houston Rockets - San Antonio Spurs,94:104,2.97,1.43,9.0,0,0,2016-02-29,SAS,HOU,94,104,0
NOP @ MIN 2016-02-28,28 Feb 2016,New Orleans Pelicans - Minnesota Timberwolves,110:112,1.70,2.23,9.0,0,0,2016-02-28,MIN,NOP,110,112,0
BOS @ MIA 2016-02-28,28 Feb 2016,Boston Celtics - Miami Heat,101:89,1.43,2.92,9.0,0,0,2016-02-28,MIA,BOS,101,89,1
LAL @ MEM 2016-02-28,28 Feb 2016,Los Angeles Lakers - Memphis Grizzlies,95:112,2.78,1.47,9.0,0,0,2016-02-28,MEM,LAL,95,112,0
SAC @ LAC 2016-02-28,28 Feb 2016,Sacramento Kings - Los Angeles Clippers,107:117,2.75,1.49,9.0,0,0,2016-02-28,LAC,SAC,107,117,0
DAL @ DEN 2016-02-27,27 Feb 2016,Dallas Mavericks - Denver Nuggets,122:116 OT,1.42,3.02,9.0,0,0,2016-02-27,DEN,DAL,122,116,1
ATL @ CHI 2016-02-27,27 Feb 2016,Atlanta Hawks - Chicago Bulls,103:88,1.30,3.75,9.0,0,0,2016-02-27,CHI,ATL,103,88,1
NYK @ ORL 2016-02-27,27 Feb 2016,New York Knicks - Orlando Magic,108:95,1.72,2.19,9.0,0,0,2016-02-27,ORL,NYK,108,95,1
TOR @ CLE 2016-02-27,27 Feb 2016,Toronto Raptors - Cleveland Cavaliers,99:97,2.23,1.7,9.0,0,0,2016-02-27,CLE,TOR,99,97,1
IND @ CHA 2016-02-27,27 Feb 2016,Indiana Pacers - Charlotte Hornets,95:96,1.60,2.46,9.0,0,0,2016-02-27,CHA,IND,95,96,0
PHI @ WAS 2016-02-27,27 Feb 2016,Philadelphia 76ers - Washington Wizards,94:103,3.93,1.28,9.0,0,0,2016-02-27,WAS,PHI,94,103,0
POR @ HOU 2016-02-27,27 Feb 2016,Portland Trail Blazers - Houston Rockets,105:119,1.57,2.53,9.0,0,0,2016-02-27,HOU,POR,105,119,0
UTA @ SAS 2016-02-27,27 Feb 2016,Utah Jazz - San Antonio Spurs,78:96,2.35,1.64,9.0,0,0,2016-02-27,SAS,UTA,78,96,0
PHX @ BKN 2016-02-27,27 Feb 2016,Phoenix Suns - Brooklyn Nets,106:116,1.84,2.02,9.0,0,0,2016-02-27,BKN,PHX,106,116,0
NOP @ OKC 2016-02-27,27 Feb 2016,New Orleans Pelicans - Oklahoma City Thunder,123:119,3.12,1.4,9.0,0,0,2016-02-27,OKC,NOP,123,119,1
BOS @ MIL 2016-02-26,26 Feb 2016,Boston Celtics - Milwaukee Bucks,112:107,1.29,3.82,9.0,0,0,2016-02-26,MIL,BOS,112,107,1
ORL @ GSW 2016-02-26,26 Feb 2016,Orlando Magic - Golden State Warriors,114:130,4.04,1.27,9.0,0,0,2016-02-26,GSW,ORL,114,130,0
LAC @ DEN 2016-02-26,26 Feb 2016,Los Angeles Clippers - Denver Nuggets,81:87,1.13,6.35,9.0,0,0,2016-02-26,DEN,LAC,81,87,0
SAC @ SAS 2016-02-26,26 Feb 2016,Sacramento Kings - San Antonio Spurs,92:108,3.99,1.26,9.0,0,0,2016-02-26,SAS,SAC,92,108,0
DAL @ OKC 2016-02-26,26 Feb 2016,Dallas Mavericks - Oklahoma City Thunder,103:116,2.79,1.47,9.0,0,0,2016-02-26,OKC,DAL,103,116,0
CHI @ WAS 2016-02-26,26 Feb 2016,Chicago Bulls - Washington Wizards,109:104,1.99,1.87,9.0,0,0,2016-02-26,WAS,CHI,109,104,1
MEM @ LAL 2016-02-26,26 Feb 2016,Memphis Grizzlies - Los Angeles Lakers,128:119,1.23,4.39,9.0,0,0,2016-02-26,LAL,MEM,128,119,1
DET @ PHI 2016-02-25,25 Feb 2016,Detroit Pistons - Philadelphia 76ers,111:91,1.10,7.55,9.0,0,0,2016-02-25,PHI,DET,111,91,1
MIA @ GSW 2016-02-25,25 Feb 2016,Miami Heat - Golden State Warriors,112:118,4.64,1.22,9.0,0,0,2016-02-25,GSW,MIA,112,118,0
TOR @ MIN 2016-02-25,25 Feb 2016,Toronto Raptors - Minnesota Timberwolves,114:105,1.20,4.93,9.0,0,0,2016-02-25,MIN,TOR,114,105,1
CLE @ CHA 2016-02-25,25 Feb 2016,Cleveland Cavaliers - Charlotte Hornets,114:103,1.23,4.42,9.0,0,0,2016-02-25,CHA,CLE,114,103,1
IND @ NYK 2016-02-25,25 Feb 2016,Indiana Pacers - New York Knicks,108:105,1.39,3.19,9.0,0,0,2016-02-25,NYK,IND,108,105,1
POR @ BKN 2016-02-25,25 Feb 2016,Portland Trail Blazers - Brooklyn Nets,112:104,1.12,7.04,9.0,0,0,2016-02-25,BKN,POR,112,104,1
DEN @ SAC 2016-02-25,25 Feb 2016,Denver Nuggets - Sacramento Kings,110:114,1.74,2.17,9.0,0,0,2016-02-25,SAC,DEN,110,114,0
UTA @ HOU 2016-02-25,25 Feb 2016,Utah Jazz - Houston Rockets,117:114 OT,1.55,2.58,9.0,0,0,2016-02-25,HOU,UTA,117,114,1
PHI @ ORL 2016-02-24,24 Feb 2016,Philadelphia 76ers - Orlando Magic,115:124,2.95,1.43,9.0,0,0,2016-02-24,ORL,PHI,115,124,0
WAS @ NOP 2016-02-24,24 Feb 2016,Washington Wizards - New Orleans Pelicans,109:89,1.51,2.67,9.0,0,0,2016-02-24,NOP,WAS,109,89,1
LAC @ PHX 2016-02-24,24 Feb 2016,Los Angeles Clippers - Phoenix Suns,124:84,1.03,15.47,9.0,0,0,2016-02-24,PHX,LAC,124,84,1
ATL @ GSW 2016-02-24,24 Feb 2016,Atlanta Hawks - Golden State Warriors,92:102,3.35,1.36,9.0,0,0,2016-02-24,GSW,ATL,92,102,0
MIL @ LAL 2016-02-24,24 Feb 2016,Milwaukee Bucks - Los Angeles Lakers,108:101,1.20,4.82,9.0,0,0,2016-02-24,LAL,MIL,108,101,1
MIN @ BOS 2016-02-24,24 Feb 2016,Minnesota Timberwolves - Boston Celtics,124:122,2.64,1.52,9.0,0,0,2016-02-24,BOS,MIN,124,122,1
MIA @ IND 2016-02-23,23 Feb 2016,Miami Heat - Indiana Pacers,101:93 OT,1.78,2.09,9.0,0,0,2016-02-23,IND,MIA,101,93,1
NYK @ TOR 2016-02-23,23 Feb 2016,New York Knicks - Toronto Raptors,95:122,2.37,1.63,9.0,0,0,2016-02-23,TOR,NYK,95,122,0
CLE @ DET 2016-02-23,23 Feb 2016,Cleveland Cavaliers - Detroit Pistons,88:96,1.19,5.06,9.0,0,0,2016-02-23,DET,CLE,88,96,0
POR @ UTA 2016-02-23,23 Feb 2016,Portland Trail Blazers - Utah Jazz,115:111,1.66,2.31,9.0,0,0,2016-02-23,UTA,POR,115,111,1
CHI @ LAL 2016-02-23,23 Feb 2016,Chicago Bulls - Los Angeles Lakers,126:115,1.32,3.56,9.0,0,0,2016-02-23,LAL,CHI,126,115,1
DAL @ PHI 2016-02-22,22 Feb 2016,Dallas Mavericks - Philadelphia 76ers,129:103,1.20,4.87,9.0,0,0,2016-02-22,PHI,DAL,129,103,1
BKN @ CHA 2016-02-22,22 Feb 2016,Brooklyn Nets - Charlotte Hornets,96:104,3.51,1.33,9.0,0,0,2016-02-22,CHA,BKN,96,104,0
ORL @ IND 2016-02-22,22 Feb 2016,Orlando Magic - Indiana Pacers,102:105,2.03,1.83,9.0,0,0,2016-02-22,IND,ORL,102,105,0
TOR @ MEM 2016-02-22,22 Feb 2016,Toronto Raptors - Memphis Grizzlies,98:85,1.28,3.87,9.0,0,0,2016-02-22,MEM,TOR,98,85,1
DEN @ BOS 2016-02-22,22 Feb 2016,Denver Nuggets - Boston Celtics,101:121,2.34,1.65,9.0,0,0,2016-02-22,BOS,DEN,101,121,0
PHX @ SAS 2016-02-22,22 Feb 2016,Phoenix Suns - San Antonio Spurs,111:118,13.74,1.04,9.0,0,0,2016-02-22,SAS,PHX,111,118,0
DET @ NOP 2016-02-22,22 Feb 2016,Detroit Pistons - New Orleans Pelicans,106:111,1.49,2.74,9.0,0,0,2016-02-22,NOP,DET,106,111,0
OKC @ CLE 2016-02-22,22 Feb 2016,Oklahoma City Thunder - Cleveland Cavaliers,92:115,1.64,2.36,9.0,0,0,2016-02-22,CLE,OKC,92,115,0
LAC @ GSW 2016-02-22,22 Feb 2016,Los Angeles Clippers - Golden State Warriors,112:115,2.56,1.55,9.0,0,0,2016-02-22,GSW,LAC,112,115,0
MIN @ NYK 2016-02-22,22 Feb 2016,Minnesota Timberwolves - New York Knicks,95:103,1.70,2.23,9.0,0,0,2016-02-22,NYK,MIN,95,103,0
ATL @ MIL 2016-02-21,21 Feb 2016,Atlanta Hawks - Milwaukee Bucks,109:117 OT,1.26,4.08,9.0,0,0,2016-02-21,MIL,ATL,109,117,0
MIA @ WAS 2016-02-21,21 Feb 2016,Miami Heat - Washington Wizards,114:94,2.02,1.85,9.0,0,0,2016-02-21,WAS,MIA,114,94,1
LAL @ SAS 2016-02-21,21 Feb 2016,Los Angeles Lakers - San Antonio Spurs,113:119,5.77,1.16,9.0,0,0,2016-02-21,SAS,LAL,113,119,0
UTA @ BOS 2016-02-21,21 Feb 2016,Utah Jazz - Boston Celtics,111:93,1.92,1.92,9.0,0,0,2016-02-21,BOS,UTA,111,93,1
POR @ GSW 2016-02-20,20 Feb 2016,Portland Trail Blazers - Golden State Warriors,137:105,4.12,1.26,9.0,0,0,2016-02-20,GSW,POR,137,105,1
SAC @ DEN 2016-02-20,20 Feb 2016,Sacramento Kings - Denver Nuggets,116:110,1.58,2.5,9.0,0,0,2016-02-20,DEN,SAC,116,110,1
PHX @ HOU 2016-02-20,20 Feb 2016,Phoenix Suns - Houston Rockets,100:116,3.96,1.27,9.0,0,0,2016-02-20,HOU,PHX,100,116,0
ATL @ MIA 2016-02-20,20 Feb 2016,Atlanta Hawks - Miami Heat,111:115,1.16,5.79,9.0,0,0,2016-02-20,MIA,ATL,111,115,0
CHI @ TOR 2016-02-20,20 Feb 2016,Chicago Bulls - Toronto Raptors,116:106,3.64,1.31,9.0,0,0,2016-02-20,TOR,CHI,116,106,1
MEM @ MIN 2016-02-20,20 Feb 2016,Memphis Grizzlies - Minnesota Timberwolves,109:104,1.52,2.66,9.0,0,0,2016-02-20,MIN,MEM,109,104,1
MIL @ CHA 2016-02-20,20 Feb 2016,Milwaukee Bucks - Charlotte Hornets,95:98,2.04,1.82,9.0,0,0,2016-02-20,CHA,MIL,95,98,0
NOP @ PHI 2016-02-20,20 Feb 2016,New Orleans Pelicans - Philadelphia 76ers,121:114,1.22,4.54,9.0,0,0,2016-02-20,PHI,NOP,121,114,1
OKC @ IND 2016-02-20,20 Feb 2016,Oklahoma City Thunder - Indiana Pacers,98:101,1.26,4.1,9.0,0,0,2016-02-20,IND,OKC,98,101,0
BKN @ NYK 2016-02-20,20 Feb 2016,Brooklyn Nets - New York Knicks,109:98,2.70,1.5,9.0,0,0,2016-02-20,NYK,BKN,109,98,1
ORL @ DAL 2016-02-20,20 Feb 2016,Orlando Magic - Dallas Mavericks,110:104 OT,1.84,2.02,9.0,0,0,2016-02-20,DAL,ORL,110,104,1
WAS @ DET 2016-02-20,20 Feb 2016,Washington Wizards - Detroit Pistons,98:86,1.76,2.13,9.0,0,0,2016-02-20,DET,WAS,98,86,1
LAC @ SAS 2016-02-20,20 Feb 2016,Los Angeles Clippers - San Antonio Spurs,105:86,2.07,1.8,9.0,0,0,2016-02-20,SAS,LAC,105,86,1
CLE @ CHI 2016-02-20,20 Feb 2016,Cleveland Cavaliers - Chicago Bulls,106:95,1.09,8.64,9.0,0,0,2016-02-20,CHI,CLE,106,95,1
WAS @ UTA 2016-02-19,19 Feb 2016,Washington Wizards - Utah Jazz,103:89,2.13,1.77,9.0,0,0,2016-02-19,UTA,WAS,103,89,1
East @ West 2016-02-15,15 Feb 2016 - All Stars,East - West,173:196,2.92,1.44,8.0,0,0,2016-02-15,West,East,173,196,0
Team World @ Team USA 2016-02-13,13 Feb 2016 - All Stars,Team World - Team USA,154:157,3.10,1.41,6.0,0,0,2016-02-13,Team USA,Team World,154,157,0
MIL @ WAS 2016-02-12,12 Feb 2016,Milwaukee Bucks - Washington Wizards,99:92,1.83,2.04,9.0,0,0,2016-02-12,WAS,MIL,99,92,1
OKC @ NOP 2016-02-12,12 Feb 2016,Oklahoma City Thunder - New Orleans Pelicans,121:95,1.10,7.85,9.0,0,0,2016-02-12,NOP,OKC,121,95,1
POR @ HOU 2016-02-11,11 Feb 2016,Portland Trail Blazers - Houston Rockets,116:103,1.53,2.62,9.0,0,0,2016-02-11,HOU,POR,116,103,1
PHX @ GSW 2016-02-11,11 Feb 2016,Phoenix Suns - Golden State Warriors,104:112,17.03,1.03,9.0,0,0,2016-02-11,GSW,PHX,104,112,0
